2023-05-10 21:56:17,427 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:56:17,428 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:56:17,428 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:56:21,535 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:56:21,537 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:56:21,537 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:56:38,332 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:56:38,336 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:56:38,336 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:56:41,417 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:56:41,419 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:56:41,419 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 21:58:50,448 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 21:58:50,450 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 21:58:50,450 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:03:07,368 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:03:07,369 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:03:07,369 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:03:11,052 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:03:11,052 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:03:11,053 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:03:14,621 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:03:14,639 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:03:14,639 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:03:26,740 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:03:26,760 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:03:26,760 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:03:30,148 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:03:30,149 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:03:30,149 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:03:31,237 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:03:31,238 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:03:31,238 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:03:53,422 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:03:53,423 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:03:53,424 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:03:56,360 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:03:56,386 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:03:56,387 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:04:04,346 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:04:04,348 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:04:04,348 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:07:41,736 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:07:41,738 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:07:41,738 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:07:46,976 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:07:46,977 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:07:46,977 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:08:01,073 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:08:01,074 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:08:01,074 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:08:37,401 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:08:37,404 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:08:37,404 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:08:40,103 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:08:40,106 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:08:40,106 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:08:42,618 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:08:42,630 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:08:42,630 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:08:46,202 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:08:46,204 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:08:46,204 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:08:49,874 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:08:49,880 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:08:49,880 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:08:52,977 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:08:52,978 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:08:52,978 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:08:55,354 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:08:55,359 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:08:55,360 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:25:11,167 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:25:11,172 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:25:11,172 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:25:14,725 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:25:14,740 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:25:14,740 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 22:25:18,306 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 22:25:18,308 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 22:25:18,308 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:34:27,203 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:34:27,207 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:34:27,207 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:34:40,979 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:34:41,006 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:34:41,006 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:34:56,391 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:34:56,394 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:34:56,395 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:36:13,808 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:36:13,827 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:36:13,827 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:36:18,306 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:36:18,309 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:36:18,309 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:36:32,543 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:36:32,563 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:36:32,564 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:55:35,318 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:55:35,322 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:55:35,322 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:55:40,568 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:55:40,571 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:55:40,571 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:57:22,046 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:57:22,069 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:57:22,070 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:59:01,694 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:59:01,697 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:59:01,697 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-10 23:59:27,805 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-10 23:59:27,810 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-10 23:59:27,810 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 00:01:05,600 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 00:01:05,617 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 00:01:05,617 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 00:01:19,576 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 00:01:19,596 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 00:01:19,596 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 00:01:28,734 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 00:01:28,736 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 00:01:28,736 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 00:01:44,694 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 00:01:44,696 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 00:01:44,696 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 00:02:10,594 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 00:02:10,608 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 00:02:10,608 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 19:33:31,138 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 19:33:31,145 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 19:33:31,146 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 19:33:34,444 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 19:33:34,449 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 19:33:34,449 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 19:33:35,427 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 19:33:35,433 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 19:33:35,433 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 19:33:38,221 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 19:33:38,224 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 19:33:38,225 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 19:33:39,255 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 19:33:39,257 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 19:33:39,258 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:24:43,661 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:24:43,664 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:24:43,664 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:25:32,825 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:25:32,839 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:25:32,840 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:25:41,317 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:25:41,318 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:25:41,318 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:25:52,080 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:25:52,080 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:25:52,082 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:25:55,187 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:25:55,197 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:25:55,197 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:28:21,864 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:28:21,867 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:28:21,867 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:28:23,371 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
2023-05-11 21:28:23,373 INFO    MainThread:58017 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-05-11 21:28:23,374 INFO    MainThread:58017 [wandb_init.py:_pause_backend():418] pausing backend
2023-05-11 21:28:29,605 INFO    MainThread:58017 [wandb_init.py:_resume_backend():423] resuming backend
